@relation SemanalAcumulada_18

@attribute matricula numeric
@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute total numeric

@data
91311162,14,17,31,7,5,0,0,1,13
91311162,15,17,31,7,5,0,0,1,13
91311162,16,18,32,8,6,0,0,1,15
91311162,17,21,36,8,6,0,0,2,16
91311162,18,22,39,8,6,0,0,2,16
91311172,1,0,3,0,0,0,0,0,0
91311172,2,1,9,1,1,0,0,0,2
91311172,3,6,15,1,2,0,1,1,5
91311172,4,8,17,1,2,0,1,1,5
91311172,5,11,21,2,3,0,2,2,9
91311172,6,12,26,2,3,0,2,3,10
91311172,7,13,28,2,4,0,2,3,11
91311172,8,15,32,2,5,0,3,3,13
91311172,9,15,35,2,5,0,3,3,13
91311172,10,16,38,2,5,0,3,3,13
91311172,11,18,42,4,5,0,3,4,16
91311172,12,19,44,4,5,0,3,4,16
91311172,13,19,46,4,5,0,3,4,16
91311172,14,19,46,4,5,0,3,4,16
91311172,15,21,51,4,6,0,4,4,18
91311172,16,21,51,4,6,0,4,4,18
91311172,17,22,52,4,6,0,4,4,18
91311172,18,24,55,4,6,0,4,4,18
91311410,1,0,0,0,0,0,0,0,0
91311410,2,3,4,1,1,0,1,0,3
91311410,3,4,9,1,1,0,1,0,3
91311410,4,6,16,1,2,0,1,1,5
91311410,5,9,22,3,3,0,1,2,9
91311410,6,10,25,3,4,0,1,3,11
91311410,7,12,28,3,5,0,1,3,12
91311410,8,14,33,3,6,0,1,3,13
91311410,9,20,39,5,6,2,2,3,18
91311410,10,24,44,6,6,3,2,3,20
91311410,11,29,50,9,7,5,2,4,27
91311410,12,31,54,10,7,5,2,4,28
91311410,13,32,56,10,8,5,2,4,29
91311410,14,33,57,10,8,5,2,4,29
91311410,15,33,57,10,8,5,2,4,29
91311410,16,33,57,10,8,5,2,4,29
91311410,17,33,57,10,8,5,2,4,29
91311410,18,33,57,10,8,5,2,4,29
91311398,1,0,0,0,0,0,0,0,0
91311398,2,0,3,0,0,0,0,0,0
91311398,3,1,7,1,0,0,0,1,2
91311398,4,2,10,2,0,0,0,1,3
91311398,5,2,14,2,0,0,0,1,3
91311398,6,3,17,2,0,0,0,2,4
91311398,7,4,21,6,0,3,0,2,11
91311398,8,6,25,7,1,3,1,2,14
91311398,9,7,30,8,1,3,1,2,15
91311398,10,8,33,8,1,3,1,2,15
91311398,11,12,39,9,1,4,1,3,18
91311398,12,12,43,9,1,4,1,3,18
91311398,13,14,50,9,2,4,1,3,19
91311398,14,17,55,9,3,4,2,3,21
91311398,15,19,58,9,3,4,2,4,22
91311398,16,20,62,9,3,4,2,4,22
91311398,17,21,65,9,3,4,2,4,22
91311398,18,21,66,9,3,4,2,4,22
91211441,1,2,2,1,1,1,0,0,3
91211441,2,2,3,1,1,1,0,0,3
91211441,3,3,4,1,2,1,0,1,5
91211441,4,4,6,1,2,1,0,2,6
91211441,5,5,7,2,2,1,0,3,8
91211441,6,5,7,2,2,1,0,3,8
91211441,7,5,8,2,2,1,0,3,8
91211441,8,6,11,2,2,1,0,3,8
91211441,9,6,11,2,2,1,0,3,8
91211441,10,6,11,2,2,1,0,3,8
91211441,11,8,13,2,2,1,0,4,9
91211441,12,9,14,2,2,1,0,4,9
91211441,13,9,14,2,2,1,0,4,9
91211441,14,9,14,2,2,1,0,4,9
91211441,15,9,14,2,2,1,0,4,9
91211441,16,9,14,2,2,1,0,4,9
91211441,17,9,14,2,2,1,0,4,9
91211441,18,9,14,2,2,1,0,4,9
91311588,1,0,0,0,0,0,0,0,0
91311588,2,0,0,0,0,0,0,0,0
91311588,3,0,0,0,0,0,0,0,0
91311588,4,0,0,0,0,0,0,0,0
91311588,5,0,1,0,0,0,0,0,0
91311588,6,0,1,0,0,0,0,0,0
91311588,7,0,2,0,0,0,0,0,0
91311588,8,0,3,0,0,0,0,0,0
91311588,9,0,3,0,0,0,0,0,0
91311588,10,0,4,0,0,0,0,0,0
91311588,11,0,5,0,0,0,0,0,0
91311588,12,1,6,0,0,0,0,0,0
91311588,13,1,7,0,0,0,0,0,0
91311588,14,1,7,0,0,0,0,0,0
91311588,15,1,8,0,0,0,0,0,0
91311588,16,1,8,0,0,0,0,0,0
91311588,17,1,8,0,0,0,0,0,0
91311588,18,1,8,0,0,0,0,0,0
91211096,1,0,1,0,0,0,0,0,0
91211096,2,0,4,0,0,0,0,0,0
91211096,3,2,9,0,0,0,0,1,1
91211096,4,4,14,0,0,0,0,2,2
91211096,5,6,19,0,0,0,0,3,3
91211096,6,6,22,0,0,0,0,3,3
91211096,7,6,27,0,0,0,0,3,3
91211096,8,7,31,0,0,0,0,3,3
91211096,9,7,32,0,0,0,0,3,3
91211096,10,7,33,0,0,0,0,3,3
91211096,11,7,33,0,0,0,0,3,3
91211096,12,7,33,0,0,0,0,3,3
91211096,13,7,34,0,0,0,0,3,3
91211096,14,7,34,0,0,0,0,3,3
91211096,15,7,34,0,0,0,0,3,3
91211096,16,7,34,0,0,0,0,3,3
91211096,17,7,34,0,0,0,0,3,3
91211096,18,7,35,0,0,0,0,3,3
91311589,1,0,0,0,0,0,0,0,0
91311589,2,0,0,0,0,0,0,0,0
91311589,3,0,0,0,0,0,0,0,0
91311589,4,2,3,1,0,0,1,0,2
91311589,5,5,7,5,1,3,2,1,12
91311589,6,7,12,6,1,3,2,1,13
91311589,7,9,16,6,1,3,2,1,13
91311589,8,11,19,6,1,3,3,1,14
91311589,9,12,20,6,1,3,3,1,14
91311589,10,13,24,6,1,3,3,2,15
91311589,11,14,26,6,1,3,3,3,16
91311589,12,14,28,6,1,3,3,3,16
91311589,13,14,29,6,1,3,3,3,16
91311589,14,15,31,6,1,3,3,3,16
91311589,15,15,31,6,1,3,3,3,16
91311589,16,15,31,6,1,3,3,3,16
91311589,17,15,31,6,1,3,3,3,16
91311589,18,15,31,6,1,3,3,3,16
91311192,1,0,0,0,0,0,0,0,0
91311192,2,2,2,0,0,0,1,0,1
91311192,3,7,8,1,1,1,1,1,5
91311192,4,11,13,2,1,1,1,2,7
91311192,5,15,19,3,2,4,1,3,13
91311192,6,17,22,4,2,4,1,4,15
91311192,7,19,25,5,2,5,1,4,17
91311192,8,20,26,5,2,5,1,4,17
91311192,9,20,27,5,2,5,1,4,17
91311192,10,20,27,5,2,5,1,4,17
91311192,11,20,27,5,2,5,1,4,17
91311192,12,20,27,5,2,5,1,4,17
91311192,13,20,27,5,2,5,1,4,17
91311192,14,20,27,5,2,5,1,4,17
91311192,15,20,27,5,2,5,1,4,17
91311192,16,20,27,5,2,5,1,4,17
91311192,17,20,27,5,2,5,1,4,17
91311192,18,20,27,5,2,5,1,4,17
91311403,1,0,4,0,0,0,0,0,0
91311403,2,1,8,1,1,1,0,0,3
91311403,3,4,14,1,2,1,1,1,6
91311403,4,6,21,1,2,1,1,1,6
91311403,5,7,27,2,3,4,1,1,11
91311403,6,8,30,3,4,4,1,2,14
91311403,7,9,31,4,4,5,1,2,16
91311403,8,9,31,4,4,5,1,2,16
91311403,9,9,31,4,4,5,1,2,16
91311403,10,9,31,4,4,5,1,2,16
91311403,11,9,31,4,4,5,1,2,16
91311403,12,9,31,4,4,5,1,2,16
91311403,13,9,31,4,4,5,1,2,16
91311403,14,9,31,4,4,5,1,2,16
91311403,15,9,31,4,4,5,1,2,16
91311403,16,9,31,4,4,5,1,2,16
91311403,17,9,31,4,4,5,1,2,16
91311403,18,9,31,4,4,5,1,2,16
91311103,1,0,0,0,0,0,0,0,0
91311103,2,4,5,3,0,0,0,0,3
91311103,3,9,10,7,1,0,1,1,10
91311103,4,12,15,8,1,0,2,1,12
91311103,5,17,21,11,2,0,2,2,17
91311103,6,19,25,13,3,1,2,2,21
91311103,7,22,28,14,3,1,2,2,22
91311103,8,23,30,14,3,1,2,2,22
91311103,9,24,31,14,3,1,2,2,22
91311103,10,25,34,14,4,1,2,2,23
91311103,11,26,35,14,4,1,2,3,24
91311103,12,26,35,14,4,1,2,3,24
91311103,13,26,35,14,4,1,2,3,24
91311103,14,26,36,14,4,1,2,3,24
91311103,15,26,38,14,4,1,2,3,24
91311103,16,26,38,14,4,1,2,3,24
91311103,17,26,38,14,4,1,2,3,24
91311103,18,26,38,14,4,1,2,3,24
91311445,1,0,0,0,0,0,0,0,0
91311445,2,0,1,0,0,0,0,0,0
91311445,3,2,5,0,1,0,0,1,2
91311445,4,5,8,1,2,3,2,1,9
91311445,5,6,9,2,2,5,2,1,12
91311445,6,7,10,3,3,6,2,1,15
91311445,7,9,12,5,4,7,2,1,19
91311445,8,11,14,6,5,7,2,1,21
91311445,9,11,14,6,5,7,2,1,21
91311445,10,11,14,6,5,7,2,1,21
91311445,11,11,14,6,5,7,2,1,21
91311445,12,11,14,6,5,7,2,1,21
91311445,13,11,14,6,5,7,2,1,21
91311445,14,11,14,6,5,7,2,1,21
91311445,15,11,14,6,5,7,2,1,21
91311445,16,11,14,6,5,7,2,1,21
91311445,17,11,14,6,5,7,2,1,21
91311445,18,11,14,6,5,7,2,1,21
91311081,1,0,0,0,0,0,0,0,0
91311081,2,5,5,4,1,1,1,0,7
91311081,3,10,12,4,2,1,2,1,10
91311081,4,14,18,5,3,1,2,2,13
91311081,5,17,24,5,3,1,3,3,15
91311081,6,19,28,5,3,1,3,4,16
91311081,7,19,30,5,3,1,3,4,16
91311081,8,22,33,5,3,1,3,4,16
91311081,9,25,36,5,4,1,3,4,17
91311081,10,28,40,7,4,1,3,5,20
91311081,11,31,43,10,5,1,3,6,25
91311081,12,31,44,10,5,1,3,6,25
91311081,13,31,45,10,5,1,3,6,25
91311081,14,32,46,10,6,1,3,6,26
91311081,15,32,46,10,6,1,3,6,26
91311081,16,32,46,10,6,1,3,6,26
91311081,17,32,46,10,6,1,3,6,26
91311081,18,33,48,10,6,1,3,6,26
91311400,1,0,0,0,0,0,0,0,0
91311400,2,1,5,0,0,0,0,0,0
91311400,3,4,11,1,1,0,0,1,3
91311400,4,4,16,1,1,0,0,1,3
91311400,5,6,21,1,1,0,0,2,4
91311400,6,6,25,1,1,0,0,2,4
91311400,7,7,30,1,1,0,0,2,4
91311400,8,8,36,1,2,0,0,2,5
91311400,9,8,40,1,2,0,0,2,5
91311400,10,10,45,2,3,0,0,3,8
91311400,11,11,51,3,3,0,0,3,9
91311400,12,11,55,3,3,0,0,3,9
91311400,13,11,58,3,3,0,0,3,9
91311400,14,11,60,3,3,0,0,3,9
91311400,15,11,60,3,3,0,0,3,9
91311400,16,11,62,3,3,0,0,3,9
91311400,17,11,63,3,3,0,0,3,9
91311400,18,11,63,3,3,0,0,3,9
91311416,1,1,1,4,0,1,0,0,5
91311416,2,5,7,5,0,1,1,0,7
91311416,3,7,11,5,1,1,1,1,9
91311416,4,10,17,5,1,1,2,1,10
91311416,5,10,17,5,1,1,2,1,10
91311416,6,10,18,5,1,1,2,1,10
91311416,7,10,18,5,1,1,2,1,10
91311416,8,10,18,5,1,1,2,1,10
91311416,9,10,18,5,1,1,2,1,10
91311416,10,10,18,5,1,1,2,1,10
91311416,11,10,18,5,1,1,2,1,10
91311416,12,10,18,5,1,1,2,1,10
91311416,13,10,18,5,1,1,2,1,10
91311416,14,10,18,5,1,1,2,1,10
91311416,15,10,18,5,1,1,2,1,10
91311416,16,10,18,5,1,1,2,1,10
91311416,17,10,18,5,1,1,2,1,10
91311416,18,10,18,5,1,1,2,1,10
91311098,1,1,4,3,0,0,0,0,3
91311098,2,5,10,6,0,0,1,0,7
91311098,3,8,15,8,1,0,1,1,11
91311098,4,9,20,8,2,0,2,1,13
91311098,5,11,26,8,3,0,2,2,15
91311098,6,12,30,8,4,0,2,2,16
91311098,7,12,32,8,4,0,2,2,16
91311098,8,14,35,9,5,0,2,2,18
91311098,9,14,35,9,5,0,2,2,18
91311098,10,14,36,9,5,0,2,2,18
91311098,11,14,36,9,5,0,2,2,18
91311098,12,14,36,9,5,0,2,2,18
91311098,13,14,36,9,5,0,2,2,18
91311098,14,14,36,9,5,0,2,2,18
91311098,15,14,36,9,5,0,2,2,18
91311098,16,14,36,9,5,0,2,2,18
91311098,17,14,36,9,5,0,2,2,18
91311098,18,14,36,9,5,0,2,2,18
91311085,1,0,0,0,0,0,0,0,0
91311085,2,3,4,1,1,0,0,0,2
91311085,3,8,10,5,2,1,1,1,10
91311085,4,11,13,5,2,1,3,1,12
91311085,5,12,15,5,3,1,3,1,13
91311085,6,13,17,8,3,1,3,1,16
91311085,7,14,19,8,3,1,3,1,16
91311085,8,17,22,10,4,1,3,1,19
91311085,9,21,27,10,4,1,3,1,19
91311085,10,24,30,10,4,1,3,1,19
91311085,11,26,34,10,5,1,3,1,20
91311085,12,27,38,10,5,1,3,1,20
91311085,13,28,40,10,5,1,3,1,20
91311085,14,29,42,10,6,1,3,1,21
91311085,15,29,42,10,6,1,3,1,21
91311085,16,29,43,10,6,1,3,1,21
91311085,17,29,43,10,6,1,3,1,21
91311085,18,29,43,10,6,1,3,1,21
91211102,1,1,5,1,1,0,0,0,2
91211102,2,3,7,2,2,1,0,0,5
91211102,3,4,11,4,3,1,0,0,8
91211102,4,6,14,5,4,1,0,1,11
91211102,5,7,16,7,5,1,0,1,14
91211102,6,9,20,7,6,1,0,2,16
91211102,7,10,22,8,6,1,0,2,17
91211102,8,13,27,10,7,1,0,2,20
91211102,9,15,29,10,7,1,0,2,20
91211102,10,16,31,11,8,1,0,2,22
91211102,11,17,32,12,8,1,0,2,23
91211102,12,17,32,12,8,1,0,2,23
91211102,13,18,34,12,8,1,0,2,23
91211102,14,18,36,12,8,1,0,2,23
91211102,15,19,38,12,8,1,0,2,23
91211102,16,19,38,12,8,1,0,2,23
91211102,17,20,39,12,8,1,0,2,23
91211102,18,20,40,12,8,1,0,2,23
91311431,1,0,0,0,0,0,0,0,0
91311431,2,1,1,0,0,0,1,0,1
91311431,3,2,3,0,0,0,1,1,2
91311431,4,3,4,0,0,0,2,1,3
91311431,5,4,5,0,0,0,2,2,4
91311431,6,5,6,1,0,0,2,2,5
91311431,7,6,7,1,0,0,2,2,5
91311431,8,6,7,1,0,0,2,2,5
91311431,9,6,7,1,0,0,2,2,5
91311431,10,6,7,1,0,0,2,2,5
91311431,11,6,7,1,0,0,2,2,5
91311431,12,6,7,1,0,0,2,2,5
91311431,13,6,7,1,0,0,2,2,5
91311431,14,6,7,1,0,0,2,2,5
91311431,15,6,7,1,0,0,2,2,5
91311431,16,6,7,1,0,0,2,2,5
91311431,17,6,7,1,0,0,2,2,5
91311431,18,6,7,1,0,0,2,2,5
90811027,1,2,2,0,1,0,0,0,1
90811027,2,4,6,1,2,0,0,0,3
90811027,3,7,11,1,3,0,1,0,5
90811027,4,10,15,2,4,0,1,1,8
90811027,5,12,18,3,5,0,1,1,10
90811027,6,14,20,4,6,0,1,2,13
90811027,7,16,24,7,7,2,1,2,19
90811027,8,17,28,7,7,2,1,2,19
90811027,9,17,29,7,7,2,1,2,19
90811027,10,17,30,7,7,2,1,2,19
90811027,11,17,30,7,7,2,1,2,19
90811027,12,17,30,7,7,2,1,2,19
90811027,13,17,30,7,7,2,1,2,19
90811027,14,17,30,7,7,2,1,2,19
90811027,15,17,30,7,7,2,1,2,19
90811027,16,17,30,7,7,2,1,2,19
90811027,17,17,30,7,7,2,1,2,19
90811027,18,17,30,7,7,2,1,2,19
91311197,1,0,0,0,0,0,0,0,0
91311197,2,1,5,1,0,1,0,0,2
91311197,3,3,10,1,0,1,1,1,4
91311197,4,6,14,2,1,1,1,2,7
91311197,5,6,14,2,1,1,1,2,7
91311197,6,6,14,2,1,1,1,2,7
91311197,7,7,15,2,1,1,1,2,7
91311197,8,7,15,2,1,1,1,2,7
91311197,9,7,15,2,1,1,1,2,7
91311197,10,7,16,2,1,1,1,2,7
91311197,11,7,17,2,1,1,1,2,7
91311197,12,7,17,2,1,1,1,2,7
91311197,13,7,17,2,1,1,1,2,7
91311197,14,7,17,2,1,1,1,2,7
91311197,15,7,17,2,1,1,1,2,7
91311197,16,7,17,2,1,1,1,2,7
91311197,17,7,17,2,1,1,1,2,7
91311197,18,7,17,2,1,1,1,2,7
91311175,1,2,3,0,0,0,0,0,0
91311175,2,3,5,0,0,0,0,0,0
91311175,3,5,9,0,0,0,1,0,1
91311175,4,6,10,0,1,0,1,0,2
91311175,5,6,12,0,1,0,1,0,2
91311175,6,8,15,1,2,0,1,1,5
91311175,7,9,21,2,3,1,1,1,8
91311175,8,10,23,3,3,1,1,1,9
91311175,9,11,24,3,3,1,1,1,9
91311175,10,12,26,3,3,1,1,1,9
91311175,11,13,27,3,3,1,1,1,9
91311175,12,13,27,3,3,1,1,1,9
91311175,13,13,27,3,3,1,1,1,9
91311175,14,13,27,3,3,1,1,1,9
91311175,15,13,27,3,3,1,1,1,9
91311175,16,13,27,3,3,1,1,1,9
91311175,17,13,27,3,3,1,1,1,9
91311175,18,13,27,3,3,1,1,1,9
91311213,1,0,0,0,0,0,0,0,0
91311213,2,3,6,4,1,1,1,0,7
91311213,3,7,11,4,2,1,1,0,8
91311213,4,10,16,6,3,1,1,1,12
91311213,5,12,21,7,4,1,1,1,14
91311213,6,13,24,7,4,1,1,2,15
91311213,7,14,27,8,5,2,1,2,18
91311213,8,14,29,8,5,2,1,2,18
91311213,9,15,31,8,5,2,1,2,18
91311213,10,15,32,8,5,2,1,2,18
91311213,11,15,32,8,5,2,1,2,18
91311213,12,15,32,8,5,2,1,2,18
91311213,13,15,32,8,5,2,1,2,18
91311213,14,15,32,8,5,2,1,2,18
91311213,15,15,32,8,5,2,1,2,18
91311213,16,15,32,8,5,2,1,2,18
91311213,17,15,32,8,5,2,1,2,18
91311213,18,15,32,8,5,2,1,2,18
91311450,1,0,0,0,0,0,0,0,0
91311450,2,1,3,1,0,0,1,0,2
91311450,3,6,8,1,1,0,2,1,5
91311450,4,9,14,1,1,0,2,2,6
91311450,5,14,20,5,2,0,2,3,12
91311450,6,16,23,7,3,0,2,3,15
91311450,7,16,23,7,3,0,2,3,15
91311450,8,17,24,7,3,0,2,3,15
91311450,9,17,24,7,3,0,2,3,15
91311450,10,17,24,7,3,0,2,3,15
91311450,11,17,24,7,3,0,2,3,15
91311450,12,17,24,7,3,0,2,3,15
91311450,13,17,25,7,3,0,2,3,15
91311450,14,17,25,7,3,0,2,3,15
91311450,15,18,26,8,4,0,2,4,18
91311450,16,18,26,8,4,0,2,4,18
91311450,17,18,26,8,4,0,2,4,18
91311450,18,18,26,8,4,0,2,4,18
91311415,1,1,5,3,0,0,0,0,3
91311415,2,4,12,4,1,1,1,0,7
91311415,3,7,17,4,2,1,1,1,9
91311415,4,7,18,4,2,1,1,1,9
91311415,5,7,18,4,2,1,1,1,9
91311415,6,7,18,4,2,1,1,1,9
91311415,7,7,18,4,2,1,1,1,9
91311415,8,7,18,4,2,1,1,1,9
91311415,9,7,18,4,2,1,1,1,9
91311415,10,7,18,4,2,1,1,1,9
91311415,11,7,18,4,2,1,1,1,9
91311415,12,7,18,4,2,1,1,1,9
91311415,13,7,18,4,2,1,1,1,9
91311415,14,7,18,4,2,1,1,1,9
91311415,15,7,18,4,2,1,1,1,9
91311415,16,7,18,4,2,1,1,1,9
91311415,17,7,18,4,2,1,1,1,9
91311415,18,7,18,4,2,1,1,1,9
91311292,1,0,1,0,0,0,0,0,0
91311292,2,1,6,0,0,0,0,0,0
91311292,3,5,12,1,1,0,1,1,4
91311292,4,6,14,1,1,0,1,1,4
91311292,5,8,19,1,1,0,2,1,5
91311292,6,9,23,4,1,0,2,1,8
91311292,7,9,24,4,1,0,2,1,8
91311292,8,9,24,4,1,0,2,1,8
91311292,9,9,24,4,1,0,2,1,8
91311292,10,9,24,4,1,0,2,1,8
91311292,11,9,24,4,1,0,2,1,8
91311292,12,9,24,4,1,0,2,1,8
91311292,13,9,24,4,1,0,2,1,8
91311292,14,9,24,4,1,0,2,1,8
91311292,15,9,24,4,1,0,2,1,8
91311292,16,9,24,4,1,0,2,1,8
91311292,17,9,24,4,1,0,2,1,8
91311292,18,9,24,4,1,0,2,1,8
91311407,1,0,0,0,0,0,0,0,0
91311407,2,3,4,3,1,0,1,0,5
91311407,3,4,9,3,1,0,1,0,5
91311407,4,7,16,5,2,1,1,1,10
91311407,5,7,19,5,2,1,1,1,10
91311407,6,7,20,5,2,1,1,1,10
91311407,7,9,22,6,2,1,1,1,11
91311407,8,9,22,6,2,1,1,1,11
91311407,9,9,22,6,2,1,1,1,11
91311407,10,9,22,6,2,1,1,1,11
91311407,11,9,22,6,2,1,1,1,11
91311407,12,9,22,6,2,1,1,1,11
91311407,13,9,22,6,2,1,1,1,11
91311407,14,9,22,6,2,1,1,1,11
91311407,15,9,22,6,2,1,1,1,11
91311407,16,9,22,6,2,1,1,1,11
91311407,17,9,22,6,2,1,1,1,11
91311407,18,9,22,6,2,1,1,1,11
91311280,1,0,1,0,0,0,0,0,0
91311280,2,2,5,2,1,0,0,0,3
91311280,3,4,8,3,2,0,0,0,5
91311280,4,5,10,3,2,0,0,1,6
91311280,5,6,12,3,3,0,0,1,7
91311280,6,8,15,4,4,0,0,2,10
91311280,7,11,18,6,5,1,0,2,14
91311280,8,12,19,6,5,1,0,2,14
91311280,9,13,20,6,5,1,0,2,14
91311280,10,13,20,6,5,1,0,2,14
91311280,11,13,20,6,5,1,0,2,14
91311280,12,13,20,6,5,1,0,2,14
91311280,13,13,20,6,5,1,0,2,14
91311280,14,13,20,6,5,1,0,2,14
91311280,15,13,20,6,5,1,0,2,14
91311280,16,13,20,6,5,1,0,2,14
91311280,17,13,20,6,5,1,0,2,14
91311280,18,13,20,6,5,1,0,2,14
91021093,1,2,4,2,1,1,0,0,4
91021093,2,3,7,6,2,1,0,0,9
91021093,3,5,10,6,3,1,1,0,11
91021093,4,6,11,6,3,1,1,1,12
91021093,5,6,11,6,3,1,1,1,12
91021093,6,6,11,6,3,1,1,1,12
91021093,7,6,11,6,3,1,1,1,12
91021093,8,6,11,6,3,1,1,1,12
91021093,9,6,11,6,3,1,1,1,12
91021093,10,6,11,6,3,1,1,1,12
91021093,11,6,11,6,3,1,1,1,12
91021093,12,6,11,6,3,1,1,1,12
91021093,13,6,11,6,3,1,1,1,12
91021093,14,6,11,6,3,1,1,1,12
91021093,15,6,11,6,3,1,1,1,12
91021093,16,6,11,6,3,1,1,1,12
91021093,17,6,11,6,3,1,1,1,12
91021093,18,6,11,6,3,1,1,1,12
91211007,1,3,3,1,1,1,0,0,3
91211007,2,4,5,2,1,2,0,0,5
91211007,3,6,8,2,1,2,1,0,6
91211007,4,8,11,2,2,2,1,1,8
91211007,5,9,15,2,2,2,1,1,8
91211007,6,10,18,2,2,2,1,2,9
91211007,7,10,19,2,2,2,1,2,9
91211007,8,10,19,2,2,2,1,2,9
91211007,9,10,20,2,2,2,1,2,9
91211007,10,10,20,2,2,2,1,2,9
91211007,11,10,20,2,2,2,1,2,9
91211007,12,10,20,2,2,2,1,2,9
91211007,13,10,20,2,2,2,1,2,9
91211007,14,10,20,2,2,2,1,2,9
91211007,15,10,20,2,2,2,1,2,9
91211007,16,10,20,2,2,2,1,2,9
91211007,17,10,20,2,2,2,1,2,9
91211007,18,10,20,2,2,2,1,2,9
91311399,1,1,2,1,1,0,0,0,2
91311399,2,3,8,1,1,0,0,0,2
91311399,3,7,14,1,2,0,1,1,5
91311399,4,9,16,1,2,0,1,1,5
91311399,5,9,17,1,2,0,1,1,5
91311399,6,9,17,1,2,0,1,1,5
91311399,7,9,17,1,2,0,1,1,5
91311399,8,9,17,1,2,0,1,1,5
91311399,9,10,19,1,2,0,1,1,5
91311399,10,12,23,1,3,0,1,1,6
91311399,11,13,25,1,4,0,1,2,8
91311399,12,13,25,1,4,0,1,2,8
91311399,13,13,26,1,4,0,1,2,8
91311399,14,13,27,1,4,0,1,2,8
91311399,15,13,27,1,4,0,1,2,8
91311399,16,13,27,1,4,0,1,2,8
91311399,17,13,27,1,4,0,1,2,8
91311399,18,13,27,1,4,0,1,2,8
91311096,1,0,2,0,0,0,0,0,0
91311096,2,2,6,0,1,0,1,0,2
91311096,3,2,7,0,1,0,1,0,2
91311096,4,3,9,0,1,0,1,0,2
91311096,5,3,9,0,1,0,1,0,2
91311096,6,4,10,0,1,0,1,1,3
91311096,7,4,10,0,1,0,1,1,3
91311096,8,4,10,0,1,0,1,1,3
91311096,9,4,10,0,1,0,1,1,3
91311096,10,4,10,0,1,0,1,1,3
91311096,11,4,10,0,1,0,1,1,3
91311096,12,4,10,0,1,0,1,1,3
91311096,13,4,10,0,1,0,1,1,3
91311096,14,4,10,0,1,0,1,1,3
91311096,15,4,10,0,1,0,1,1,3
91311096,16,4,10,0,1,0,1,1,3
91311096,17,4,10,0,1,0,1,1,3
91311096,18,4,10,0,1,0,1,1,3
91311093,1,0,0,0,0,0,0,0,0
91311093,2,1,1,0,0,0,0,0,0
91311093,3,4,5,0,0,0,0,0,0
91311093,4,9,12,0,1,0,0,1,2
91311093,5,13,19,1,2,0,0,2,5
91311093,6,19,25,3,3,1,0,2,9
91311093,7,21,29,4,3,1,0,2,10
91311093,8,22,32,4,3,1,0,2,10
91311093,9,24,37,7,3,1,0,2,13
91311093,10,24,38,7,3,1,0,2,13
91311093,11,26,42,8,3,1,0,2,14
91311093,12,26,43,8,3,1,0,2,14
91311093,13,27,47,9,3,1,0,2,15
91311093,14,28,49,10,3,1,0,2,16
91311093,15,28,51,10,3,1,0,2,16
91311093,16,29,52,10,3,1,0,3,17
91311093,17,29,54,10,3,1,0,3,17
91311093,18,29,55,10,3,1,0,3,17
91311157,1,0,0,0,0,0,0,0,0
91311157,2,3,7,1,1,1,0,0,3
91311157,3,7,13,1,2,1,1,1,6
91311157,4,8,15,1,2,1,1,1,6
91311157,5,10,19,1,2,1,1,2,7
91311157,6,10,21,1,2,1,1,2,7
91311157,7,11,25,1,3,1,1,2,8
91311157,8,11,29,1,3,1,1,2,8
91311157,9,11,30,1,3,1,1,2,8
91311157,10,11,32,1,3,1,1,2,8
91311157,11,12,34,1,4,1,1,3,10
91311157,12,12,35,1,4,1,1,3,10
91311157,13,12,35,1,4,1,1,3,10
91311157,14,12,37,1,4,1,1,3,10
91311157,15,13,38,1,4,1,1,4,11
91311157,16,13,38,1,4,1,1,4,11
91311157,17,13,38,1,4,1,1,4,11
91311157,18,13,39,1,4,1,1,4,11
91311159,1,0,2,0,0,0,0,0,0
91311159,2,0,6,0,0,0,0,0,0
91311159,3,4,11,0,1,0,0,0,1
91311159,4,5,15,0,2,0,1,1,4
91311159,5,6,16,0,2,0,1,1,4
91311159,6,7,19,0,3,0,1,2,6
91311159,7,8,24,0,3,0,1,2,6
91311159,8,8,26,0,3,0,1,2,6
91311159,9,8,27,0,3,0,1,2,6
91311159,10,8,28,0,3,0,1,2,6
91311159,11,8,28,0,3,0,1,2,6
91311159,12,8,28,0,3,0,1,2,6
91311159,13,8,28,0,3,0,1,2,6
91311159,14,8,28,0,3,0,1,2,6
91311159,15,8,28,0,3,0,1,2,6
91311159,16,8,28,0,3,0,1,2,6
91311159,17,8,28,0,3,0,1,2,6
91311159,18,8,29,0,3,0,1,2,6
91311441,1,0,0,0,0,0,0,0,0
91311441,2,4,4,2,0,0,1,0,3
91311441,3,7,9,4,0,0,1,1,6
91311441,4,8,12,4,1,0,1,2,8
91311441,5,8,14,4,1,0,1,2,8
91311441,6,9,15,4,1,0,1,3,9
91311441,7,9,15,4,1,0,1,3,9
91311441,8,9,15,4,1,0,1,3,9
91311441,9,9,15,4,1,0,1,3,9
91311441,10,9,15,4,1,0,1,3,9
91311441,11,9,15,4,1,0,1,3,9
91311441,12,9,15,4,1,0,1,3,9
91311441,13,9,15,4,1,0,1,3,9
